id,name,recordHolders_0_name,recordHolders_0_country_name,recordHolders_0_country_id,recordHolders_0_active,goatPoints,value
LongestEndOfSeasonATPTop10Span,Longest Career First End of Season ATP Top 10 to Last ATP Top 10,Roger Federer,Switzerland,SUI,true,,19
LongestEndOfSeasonATPTop20Span,Longest Career First End of Season ATP Top 20 to Last ATP Top 20,Roger Federer,Switzerland,SUI,true,,21
ATPPoints,Most ATP Points,Novak Djokovic,Serbia,SRB,true,"2, 1",16950
EndOfSeasonATPPoints,Most End of Season ATP Points,Novak Djokovic,Serbia,SRB,true,,16585
ATPPointsNo1No2Difference,ATP Points Difference Between No. 1 and No. 2,Novak Djokovic,Serbia,SRB,true,,9025
ATPPointsNo1No2DifferencePct,ATP Points Pct. Difference Between No. 1 and No. 2,Novak Djokovic,Serbia,SRB,true,1,119.9%
EndOfSeasonATPPointsNo1No2Difference,End of Season ATP Points Difference Between No. 1 and No. 2,Novak Djokovic,Serbia,SRB,true,,7640
EndOfSeasonATPPointsNo1No2DifferencePct,End of Season ATP Points Pct. Difference Between No. 1 and No. 2,Roger Federer,Switzerland,SUI,true,,87.2%
WeeksAtOpenEraNo1,Most Weeks at Open Era No. 1,Novak Djokovic,Serbia,SRB,true,,358
WeeksAtOpenEraNo2,Most Weeks at Open Era No. 2,Rafael Nadal,Spain,ESP,true,,370
WeeksAtOpenEraNo3,Most Weeks at Open Era No. 3,Roger Federer,Switzerland,SUI,true,,222
WeeksAtOpenEraTop2,Most Weeks at Open Era Top 2,Rafael Nadal,Spain,ESP,true,,579
WeeksAtOpenEraTop3,Most Weeks at Open Era Top 3,Roger Federer,Switzerland,SUI,true,,750
WeeksAtOpenEraTop5,Most Weeks at Open Era Top 5,Roger Federer,Switzerland,SUI,true,,859
WeeksAtOpenEraTop10,Most Weeks at Open Era Top 10,Roger Federer,Switzerland,SUI,true,,968
WeeksAtOpenEraTop20,Most Weeks at Open Era Top 20,Roger Federer,Switzerland,SUI,true,,1064
ConsecutiveWeeksAtOpenEraNo1,Most Consecutive Weeks at Open Era No. 1,Roger Federer,Switzerland,SUI,true,,237
ConsecutiveWeeksAtOpenEraNo2,Most Consecutive Weeks at Open Era No. 2,Rafael Nadal,Spain,ESP,true,,160
ConsecutiveWeeksAtOpenEraNo3,Most Consecutive Weeks at Open Era No. 3,Novak Djokovic,Serbia,SRB,true,,91
ConsecutiveWeeksAtOpenEraTop2,Most Consecutive Weeks at Open Era Top 2,Roger Federer,Switzerland,SUI,true,,346
ConsecutiveWeeksAtOpenEraTop3,Most Consecutive Weeks at Open Era Top 3,Ivan Lendl,United States,USA,false,,465
ConsecutiveWeeksAtOpenEraTop5,Most Consecutive Weeks at Open Era Top 5,Jimmy Connors,United States,USA,false,,658
ConsecutiveWeeksAtOpenEraTop10,Most Consecutive Weeks at Open Era Top 10,Rafael Nadal,Spain,ESP,true,,854
ConsecutiveWeeksAtOpenEraTop20,Most Consecutive Weeks at Open Era Top 20,Roger Federer,Switzerland,SUI,true,,1062
EndsOfSeasonAtOpenEraNo1,Most Ends of Season at Open Era No. 1,Novak Djokovic,Serbia,SRB,true,,7
EndsOfSeasonAtOpenEraNo2,Most Ends of Season at Open Era No. 2,Rafael Nadal,Spain,ESP,true,,7
EndsOfSeasonAtOpenEraNo3,Most Ends of Season at Open Era No. 3,Ivan Lendl,United States,USA,false,,4
EndsOfSeasonAtOpenEraTop2,Most Ends of Season at Open Era Top 2,Rafael Nadal,Spain,ESP,true,,12
EndsOfSeasonAtOpenEraTop3,Most Ends of Season at Open Era Top 3,Roger Federer,Switzerland,SUI,true,,15
EndsOfSeasonAtOpenEraTop5,Most Ends of Season at Open Era Top 5,Roger Federer,Switzerland,SUI,true,,16
EndsOfSeasonAtOpenEraTop10,Most Ends of Season at Open Era Top 10,Roger Federer,Switzerland,SUI,true,,18
EndsOfSeasonAtOpenEraTop20,Most Ends of Season at Open Era Top 20,Roger Federer,Switzerland,SUI,true,,21
ConsecutiveEndsOfSeasonAtOpenEraNo1,Most Consecutive Ends of Season at Open Era No. 1,Pete Sampras,United States,USA,false,,6
ConsecutiveEndsOfSeasonAtOpenEraNo2,Most Consecutive Ends of Season at Open Era No. 2,Rafael Nadal,Spain,ESP,true,,3
ConsecutiveEndsOfSeasonAtOpenEraNo3,Most Consecutive Ends of Season at Open Era No. 3,Novak Djokovic,Serbia,SRB,true,,4
ConsecutiveEndsOfSeasonAtOpenEraTop2,Most Consecutive Ends of Season at Open Era Top 2,Roger Federer,Switzerland,SUI,true,,8
ConsecutiveEndsOfSeasonAtOpenEraTop3,Most Consecutive Ends of Season at Open Era Top 3,Jimmy Connors,United States,USA,false,,12
ConsecutiveEndsOfSeasonAtOpenEraTop5,Most Consecutive Ends of Season at Open Era Top 5,Jimmy Connors,United States,USA,false,,13
ConsecutiveEndsOfSeasonAtOpenEraTop10,Most Consecutive Ends of Season at Open Era Top 10,Rafael Nadal,Spain,ESP,true,,17
ConsecutiveEndsOfSeasonAtOpenEraTop20,Most Consecutive Ends of Season at Open Era Top 20,Roger Federer,Switzerland,SUI,true,,21
TimesAtOpenEraNo1,Most Times at Open Era No. 1,John McEnroe,United States,USA,false,,14
TimesAtOpenEraNo2,Most Times at Open Era No. 2,Jimmy Connors,United States,USA,false,,22
TimesAtOpenEraNo3,Most Times at Open Era No. 3,Jimmy Connors,United States,USA,false,,20
YoungestOpenEraNo1,Youngest Open Era No. 1,Lleyton Hewitt,Australia,AUS,false,,20 years 8 mons 23 days
YoungestOpenEraTop2,Youngest Open Era Top 2,Boris Becker,Germany,GER,false,,18 years 9 mons 16 days
YoungestOpenEraTop3,Youngest Open Era Top 3,Andre Agassi,United States,USA,false,,18 years 6 mons 8 days
YoungestOpenEraTop5,Youngest Open Era Top 5,Michael Chang,United States,USA,false,,17 years 5 mons 14 days
YoungestOpenEraTop10,Youngest Open Era Top 10,Aaron Krickstein,United States,USA,false,,17 years 11 days
YoungestOpenEraTop20,Youngest Open Era Top 20,Aaron Krickstein,United States,USA,false,,16 years 11 mons 21 days
OldestOpenEraNo1,Oldest Open Era No. 1,Ken Rosewall,Australia,AUS,false,,37 years 8 mons 15 days
OldestOpenEraTop2,Oldest Open Era Top 2,Ken Rosewall,Australia,AUS,false,,40 years 7 mons 28 days
OldestOpenEraTop3,Oldest Open Era Top 3,Ken Rosewall,Australia,AUS,false,,40 years 7 mons 28 days
OldestOpenEraTop5,Oldest Open Era Top 5,Richard Pancho Gonzales,United States,USA,false,,42 years 2 mons 4 days
OldestOpenEraTop10,Oldest Open Era Top 10,Richard Pancho Gonzales,United States,USA,false,,42 years 2 mons 4 days
OldestOpenEraTop20,Oldest Open Era Top 20,Ken Rosewall,Australia,AUS,false,,43 years 8 mons 29 days
LongestOpenEraNo1Span,Longest Career First Open Era No. 1 to Last Open Era No. 1,Roger Federer,Switzerland,SUI,true,,14 years 4 mons 16 days
LongestOpenEraTop2Span,Longest Career First Open Era Top 2 to Last Open Era Top 2,Rafael Nadal,Spain,ESP,true,,15 years 9 mons 9 days
LongestOpenEraTop3Span,Longest Career First Open Era Top 3 to Last Open Era Top 3,Roger Federer,Switzerland,SUI,true,,16 years 7 mons 17 days
LongestOpenEraTop5Span,Longest Career First Open Era Top 5 to Last Open Era Top 5,Roger Federer,Switzerland,SUI,true,,18 years 1 mon 5 days
LongestOpenEraTop10Span,Longest Career First Open Era Top 10 to Last Open Era Top 10,Roger Federer,Switzerland,SUI,true,,19 years 4 mons 15 days
LongestOpenEraTop20Span,Longest Career First Open Era Top 20 to Last Open Era Top 20,Roger Federer,Switzerland,SUI,true,,20 years 10 mons 19 days
YoungestEndOfSeasonOpenEraNo1,Youngest End of Season Open Era No. 1,Lleyton Hewitt,Australia,AUS,false,,20 years 10 mons 7 days
YoungestEndOfSeasonOpenEraTop2,Youngest End of Season Open Era Top 2,Boris Becker,Germany,GER,false,,19 years 1 mon 9 days
YoungestEndOfSeasonOpenEraTop3,Youngest End of Season Open Era Top 3,Bjorn Borg,Sweden,SWE,false,,18 years 6 mons 25 days
YoungestEndOfSeasonOpenEraTop5,Youngest End of Season Open Era Top 5,Michael Chang,United States,USA,false,,17 years 10 mons 9 days
YoungestEndOfSeasonOpenEraTop10,Youngest End of Season Open Era Top 10,Michael Chang,United States,USA,false,,17 years 10 mons 9 days
YoungestEndOfSeasonOpenEraTop20,Youngest End of Season Open Era Top 20,Aaron Krickstein,United States,USA,false,,17 years 4 mons 29 days
OldestEndOfSeasonOpenEraNo1,Oldest End of Season Open Era No. 1,Novak Djokovic,Serbia,SRB,true,,34 years 7 mons 9 days
OldestEndOfSeasonOpenEraTop2,Oldest End of Season Open Era Top 2,Ken Rosewall,Australia,AUS,false,,37 years 1 mon 29 days
OldestEndOfSeasonOpenEraTop3,Oldest End of Season Open Era Top 3,Roger Federer,Switzerland,SUI,true,,38 years 4 mons 23 days
OldestEndOfSeasonOpenEraTop5,Oldest End of Season Open Era Top 5,Roger Federer,Switzerland,SUI,true,,39 years 4 mons 23 days
OldestEndOfSeasonOpenEraTop10,Oldest End of Season Open Era Top 10,Richard Pancho Gonzales,United States,USA,false,,41 years 7 mons 22 days
OldestEndOfSeasonOpenEraTop20,Oldest End of Season Open Era Top 20,Ken Rosewall,Australia,AUS,false,,43 years 1 mon 29 days
LongestEndOfSeasonOpenEraNo1Span,Longest Career First End of Season Open Era No. 1 to Last Open Era No. 1,Rafael Nadal,Spain,ESP,true,,12
LongestEndOfSeasonOpenEraTop2Span,Longest Career First End of Season Open Era Top 2 to Last Open Era Top 2,Rafael Nadal,Spain,ESP,true,,16
LongestEndOfSeasonOpenEraTop3Span,Longest Career First End of Season Open Era Top 3 to Last Open Era Top 3,Roger Federer,Switzerland,SUI,true,,17
LongestEndOfSeasonOpenEraTop5Span,Longest Career First End of Season Open Era Top 5 to Last Open Era Top 5,Roger Federer,Switzerland,SUI,true,,18
LongestEndOfSeasonOpenEraTop10Span,Longest Career First End of Season Open Era Top 10 to Last Open Era Top 10,Roger Federer,Switzerland,SUI,true,,19
LongestEndOfSeasonOpenEraTop20Span,Longest Career First End of Season Open Era Top 20 to Last Open Era Top 20,Roger Federer,Switzerland,SUI,true,,21
WeeksAtEloNo1,Most Weeks at Elo No. 1,Novak Djokovic,Serbia,SRB,true,,390
WeeksAtEloNo2,Most Weeks at Elo No. 2,Rafael Nadal,Spain,ESP,true,,422
WeeksAtEloNo3,Most Weeks at Elo No. 3,Roger Federer,Switzerland,SUI,true,,319
WeeksAtEloTop2,Most Weeks at Elo Top 2,Rafael Nadal,Spain,ESP,true,,595
WeeksAtEloTop3,Most Weeks at Elo Top 3,Roger Federer,Switzerland,SUI,true,,897
WeeksAtEloTop5,Most Weeks at Elo Top 5,Roger Federer,Switzerland,SUI,true,,984
WeeksAtEloTop10,Most Weeks at Elo Top 10,Roger Federer,Switzerland,SUI,true,,1029
WeeksAtEloTop20,Most Weeks at Elo Top 20,Roger Federer,Switzerland,SUI,true,,1070
ConsecutiveWeeksAtEloNo1,Most Consecutive Weeks at Elo No. 1,Ivan Lendl,United States,USA,false,,252
ConsecutiveWeeksAtEloNo2,Most Consecutive Weeks at Elo No. 2,Rafael Nadal,Spain,ESP,true,,141
ConsecutiveWeeksAtEloNo3,Most Consecutive Weeks at Elo No. 3,Roger Federer,Switzerland,SUI,true,,99
ConsecutiveWeeksAtEloTop2,Most Consecutive Weeks at Elo Top 2,Pete Sampras,United States,USA,false,,423
ConsecutiveWeeksAtEloTop3,Most Consecutive Weeks at Elo Top 3,Ivan Lendl,United States,USA,false,,536
ConsecutiveWeeksAtEloTop5,Most Consecutive Weeks at Elo Top 5,Roger Federer,Switzerland,SUI,true,,966
ConsecutiveWeeksAtEloTop10,Most Consecutive Weeks at Elo Top 10,Andre Agassi,United States,USA,false,,997
ConsecutiveWeeksAtEloTop20,Most Consecutive Weeks at Elo Top 20,Roger Federer,Switzerland,SUI,true,,1070
EndsOfSeasonAtEloNo1,Most Ends of Season at Elo No. 1,Roger Federer,Switzerland,SUI,true,,8
EndsOfSeasonAtEloNo2,Most Ends of Season at Elo No. 2,Rafael Nadal,Spain,ESP,true,,9
EndsOfSeasonAtEloNo3,Most Ends of Season at Elo No. 3,Roger Federer,Switzerland,SUI,true,,6
EndsOfSeasonAtEloTop2,Most Ends of Season at Elo Top 2,Novak Djokovic,Serbia,SRB,true,,12
EndsOfSeasonAtEloTop3,Most Ends of Season at Elo Top 3,Roger Federer,Switzerland,SUI,true,,17
EndsOfSeasonAtEloTop5,Most Ends of Season at Elo Top 5,Roger Federer,Switzerland,SUI,true,,20
EndsOfSeasonAtEloTop10,Most Ends of Season at Elo Top 10,Andre Agassi,United States,USA,false,,20
EndsOfSeasonAtEloTop20,Most Ends of Season at Elo Top 20,Roger Federer,Switzerland,SUI,true,,21
ConsecutiveEndsOfSeasonAtEloNo1,Most Consecutive Ends of Season at Elo No. 1,Novak Djokovic,Serbia,SRB,true,,6
ConsecutiveEndsOfSeasonAtEloNo2,Most Consecutive Ends of Season at Elo No. 2,Rafael Nadal,Spain,ESP,true,,3
ConsecutiveEndsOfSeasonAtEloNo3,Most Consecutive Ends of Season at Elo No. 3,Ilie Nastase,Romania,ROU,false,,3
ConsecutiveEndsOfSeasonAtEloTop2,Most Consecutive Ends of Season at Elo Top 2,Novak Djokovic,Serbia,SRB,true,,11
ConsecutiveEndsOfSeasonAtEloTop3,Most Consecutive Ends of Season at Elo Top 3,Novak Djokovic,Serbia,SRB,true,,13
ConsecutiveEndsOfSeasonAtEloTop5,Most Consecutive Ends of Season at Elo Top 5,Roger Federer,Switzerland,SUI,true,,20
ConsecutiveEndsOfSeasonAtEloTop10,Most Consecutive Ends of Season at Elo Top 10,Andre Agassi,United States,USA,false,,20
ConsecutiveEndsOfSeasonAtEloTop20,Most Consecutive Ends of Season at Elo Top 20,Roger Federer,Switzerland,SUI,true,,21
TimesAtEloNo1,Most Times at Elo No. 1,Andre Agassi,United States,USA,false,,17
TimesAtEloNo2,Most Times at Elo No. 2,Andre Agassi,United States,USA,false,,23
TimesAtEloNo3,Most Times at Elo No. 3,John Newcombe,Australia,AUS,false,,27
YoungestEloNo1,Youngest Elo No. 1,Lleyton Hewitt,Australia,AUS,false,,20 years 7 mons 19 days
YoungestEloTop2,Youngest Elo Top 2,Rafael Nadal,Spain,ESP,true,,19 years 2 mons 12 days
YoungestEloTop3,Youngest Elo Top 3,Boris Becker,Germany,GER,false,,18 years 7 mons 15 days
YoungestEloTop5,Youngest Elo Top 5,Boris Becker,Germany,GER,false,,17 years 9 mons 4 days
YoungestEloTop10,Youngest Elo Top 10,Michael Chang,United States,USA,false,,17 years 4 mons 17 days
YoungestEloTop20,Youngest Elo Top 20,Michael Chang,United States,USA,false,,17 years 3 mons 19 days
OldestEloNo1,Oldest Elo No. 1,Ken Rosewall,Australia,AUS,false,,38 years 3 days
OldestEloTop2,Oldest Elo Top 2,Ken Rosewall,Australia,AUS,false,,38 years 5 mons 25 days
OldestEloTop3,Oldest Elo Top 3,Ken Rosewall,Australia,AUS,false,,40 years 9 mons 9 days
OldestEloTop5,Oldest Elo Top 5,Richard Pancho Gonzales,United States,USA,false,,42 years 3 mons 12 days
OldestEloTop10,Oldest Elo Top 10,Richard Pancho Gonzales,United States,USA,false,,43 years 10 mons 30 days
OldestEloTop20,Oldest Elo Top 20,Richard Pancho Gonzales,United States,USA,false,,44 years 3 mons 5 days
LongestEloNo1Span,Longest Career First Elo No. 1 to Last Elo No. 1,Roger Federer,Switzerland,SUI,true,,14 years 11 mons 26 days
LongestEloTop2Span,Longest Career First Elo Top 2 to Last Elo Top 2,Rafael Nadal,Spain,ESP,true,,16 years 5 mons 16 days
LongestEloTop3Span,Longest Career First Elo Top 3 to Last Elo Top 3,Roger Federer,Switzerland,SUI,true,,19 years 3 mons 2 days
LongestEloTop5Span,Longest Career First Elo Top 5 to Last Elo Top 5,Roger Federer,Switzerland,SUI,true,,19 years 9 mons 19 days
LongestEloTop10Span,Longest Career First Elo Top 10 to Last Elo Top 10,Roger Federer,Switzerland,SUI,true,,20 years 8 mons 17 days
LongestEloTop20Span,Longest Career First Elo Top 20 to Last Elo Top 20,Roger Federer,Switzerland,SUI,true,,20 years 11 mons 12 days
EloRating,Highest Elo Rating,Novak Djokovic,Serbia,SRB,true,,2629
EndOfSeasonEloRating,Highest End of Season Elo Rating,Novak Djokovic,Serbia,SRB,true,,2603
EloRatingNo1No2Difference,Elo Rating Difference Between No. 1 and No. 2,Roger Federer,Switzerland,SUI,true,,280
EloRatingNo1No2DifferencePct,Elo Rating Pct. Difference Between No. 1 and No. 2,Roger Federer,Switzerland,SUI,true,,12.3%
EndOfSeasonEloRatingNo1No2Difference,End of Season Elo Rating Difference Between No. 1 and No. 2,Roger Federer,Switzerland,SUI,true,,221
EndOfSeasonEloRatingNo1No2DifferencePct,End of Season Elo Rating Pct. Difference Between No. 1 and No. 2,Roger Federer,Switzerland,SUI,true,,9.6%
WeeksAtHardEloNo1,Most Weeks at Hard Elo No. 1,Roger Federer,Switzerland,SUI,true,,456
WeeksAtHardEloNo2,Most Weeks at Hard Elo No. 2,Roger Federer,Switzerland,SUI,true,,244
WeeksAtHardEloNo3,Most Weeks at Hard Elo No. 3,Andy Murray,United Kingdom,GBR,true,,262
WeeksAtHardEloTop2,Most Weeks at Hard Elo Top 2,Roger Federer,Switzerland,SUI,true,,699
WeeksAtHardEloTop3,Most Weeks at Hard Elo Top 3,Roger Federer,Switzerland,SUI,true,,836
WeeksAtHardEloTop5,Most Weeks at Hard Elo Top 5,Roger Federer,Switzerland,SUI,true,,954
WeeksAtHardEloTop10,Most Weeks at Hard Elo Top 10,Andre Agassi,United States,USA,false,,994
WeeksAtHardEloTop20,Most Weeks at Hard Elo Top 20,Jimmy Connors,United States,USA,false,,1091
ConsecutiveWeeksAtHardEloNo1,Most Consecutive Weeks at Hard Elo No. 1,Roger Federer,Switzerland,SUI,true,,279
ConsecutiveWeeksAtHardEloNo2,Most Consecutive Weeks at Hard Elo No. 2,Roger Federer,Switzerland,SUI,true,,110
ConsecutiveWeeksAtHardEloNo3,Most Consecutive Weeks at Hard Elo No. 3,Andy Murray,United Kingdom,GBR,true,,85
ConsecutiveWeeksAtHardEloTop2,Most Consecutive Weeks at Hard Elo Top 2,Novak Djokovic,Serbia,SRB,true,,555
ConsecutiveWeeksAtHardEloTop3,Most Consecutive Weeks at Hard Elo Top 3,Jimmy Connors,United States,USA,false,,686
ConsecutiveWeeksAtHardEloTop5,Most Consecutive Weeks at Hard Elo Top 5,Roger Federer,Switzerland,SUI,true,,954
ConsecutiveWeeksAtHardEloTop10,Most Consecutive Weeks at Hard Elo Top 10,Andre Agassi,United States,USA,false,,994
ConsecutiveWeeksAtHardEloTop20,Most Consecutive Weeks at Hard Elo Top 20,Roger Federer,Switzerland,SUI,true,,1035
TimesAtHardEloNo1,Most Times at Hard Elo No. 1,Andre Agassi,United States,USA,false,,11
TimesAtHardEloNo2,Most Times at Hard Elo No. 2,Andre Agassi,United States,USA,false,,19
TimesAtHardEloNo3,Most Times at Hard Elo No. 3,Rafael Nadal,Spain,ESP,true,,26
YoungestHardEloNo1,Youngest Hard Elo No. 1,Lleyton Hewitt,Australia,AUS,false,,20 years 7 mons 4 days
YoungestHardEloTop2,Youngest Hard Elo Top 2,Lleyton Hewitt,Australia,AUS,false,,19 years 8 mons 10 days
YoungestHardEloTop3,Youngest Hard Elo Top 3,Lleyton Hewitt,Australia,AUS,false,,19 years 1 mon 7 days
YoungestHardEloTop5,Youngest Hard Elo Top 5,Lleyton Hewitt,Australia,AUS,false,,19 years 17 days
YoungestHardEloTop10,Youngest Hard Elo Top 10,Andre Agassi,United States,USA,false,,18 years 3 mons 23 days
YoungestHardEloTop20,Youngest Hard Elo Top 20,Michael Chang,United States,USA,false,,17 years 5 mons 14 days
OldestHardEloNo1,Oldest Hard Elo No. 1,Ken Rosewall,Australia,AUS,false,,37 years 10 mons 11 days
OldestHardEloTop2,Oldest Hard Elo Top 2,Ken Rosewall,Australia,AUS,false,,39 years 3 mons 8 days
OldestHardEloTop3,Oldest Hard Elo Top 3,Richard Pancho Gonzales,United States,USA,false,,42 years 4 mons 17 days
OldestHardEloTop5,Oldest Hard Elo Top 5,Ken Rosewall,Australia,AUS,false,,43 years 11 mons 28 days
OldestHardEloTop10,Oldest Hard Elo Top 10,Richard Pancho Gonzales,United States,USA,false,,45 years 5 mons 27 days
OldestHardEloTop20,Oldest Hard Elo Top 20,Richard Pancho Gonzales,United States,USA,false,,46 years 3 mons 3 days
LongestHardEloNo1Span,Longest Career First Hard Elo No. 1 to Last Hard Elo No. 1,Roger Federer,Switzerland,SUI,true,,14 years 9 mons 10 days
LongestHardEloTop2Span,Longest Career First Hard Elo Top 2 to Last Hard Elo Top 2,Roger Federer,Switzerland,SUI,true,,15 years 9 mons 9 days
LongestHardEloTop3Span,Longest Career First Hard Elo Top 3 to Last Hard Elo Top 3,Roger Federer,Switzerland,SUI,true,,17 years 3 mons 21 days
LongestHardEloTop5Span,Longest Career First Hard Elo Top 5 to Last Hard Elo Top 5,Roger Federer,Switzerland,SUI,true,,18 years 8 mons 14 days
LongestHardEloTop10Span,Longest Career First Hard Elo Top 10 to Last Hard Elo Top 10,Roger Federer,Switzerland,SUI,true,,19 years 9 mons 18 days
LongestHardEloTop20Span,Longest Career First Hard Elo Top 20 to Last Hard Elo Top 20,Jimmy Connors,United States,USA,false,,21 years 5 mons 2 days
HardEloRating,Highest Hard Elo Rating,Novak Djokovic,Serbia,SRB,true,,2670
HardEloRatingNo1No2Difference,Hard Elo Rating Difference Between No. 1 and No. 2,Roger Federer,Switzerland,SUI,true,,380
HardEloRatingNo1No2DifferencePct,Hard Elo Rating Pct. Difference Between No. 1 and No. 2,Roger Federer,Switzerland,SUI,true,,16.8%
WeeksAtClayEloNo1,Most Weeks at Clay Elo No. 1,Rafael Nadal,Spain,ESP,true,,750
WeeksAtClayEloNo2,Most Weeks at Clay Elo No. 2,Novak Djokovic,Serbia,SRB,true,,428
WeeksAtClayEloNo3,Most Weeks at Clay Elo No. 3,David Ferrer,Spain,ESP,false,,203
WeeksAtClayEloTop2,Most Weeks at Clay Elo Top 2,Rafael Nadal,Spain,ESP,true,,854
WeeksAtClayEloTop3,Most Weeks at Clay Elo Top 3,Rafael Nadal,Spain,ESP,true,,854
WeeksAtClayEloTop5,Most Weeks at Clay Elo Top 5,Rafael Nadal,Spain,ESP,true,,854
WeeksAtClayEloTop10,Most Weeks at Clay Elo Top 10,Rafael Nadal,Spain,ESP,true,,862
WeeksAtClayEloTop20,Most Weeks at Clay Elo Top 20,Rafael Nadal,Spain,ESP,true,,879
ConsecutiveWeeksAtClayEloNo1,Most Consecutive Weeks at Clay Elo No. 1,Rafael Nadal,Spain,ESP,true,,522
ConsecutiveWeeksAtClayEloNo2,Most Consecutive Weeks at Clay Elo No. 2,Roger Federer,Switzerland,SUI,true,,301
ConsecutiveWeeksAtClayEloNo3,Most Consecutive Weeks at Clay Elo No. 3,Novak Djokovic,Serbia,SRB,true,,103
ConsecutiveWeeksAtClayEloTop2,Most Consecutive Weeks at Clay Elo Top 2,Rafael Nadal,Spain,ESP,true,,854
ConsecutiveWeeksAtClayEloTop3,Most Consecutive Weeks at Clay Elo Top 3,Rafael Nadal,Spain,ESP,true,,854
ConsecutiveWeeksAtClayEloTop5,Most Consecutive Weeks at Clay Elo Top 5,Rafael Nadal,Spain,ESP,true,,854
ConsecutiveWeeksAtClayEloTop10,Most Consecutive Weeks at Clay Elo Top 10,Rafael Nadal,Spain,ESP,true,,862
ConsecutiveWeeksAtClayEloTop20,Most Consecutive Weeks at Clay Elo Top 20,Rafael Nadal,Spain,ESP,true,,872
TimesAtClayEloNo1,Most Times at Clay Elo No. 1,Ken Rosewall,Australia,AUS,false,,5
TimesAtClayEloNo2,Most Times at Clay Elo No. 2,Guillermo Vilas,Argentina,ARG,false,,12
TimesAtClayEloNo3,Most Times at Clay Elo No. 3,Guillermo Vilas,Argentina,ARG,false,,13
YoungestClayEloNo1,Youngest Clay Elo No. 1,Bjorn Borg,Sweden,SWE,false,,18 years 2 mons 26 days
YoungestClayEloTop2,Youngest Clay Elo Top 2,Bjorn Borg,Sweden,SWE,false,,18 years 2 mons 26 days
YoungestClayEloTop3,Youngest Clay Elo Top 3,Bjorn Borg,Sweden,SWE,false,,18 years 1 mon 9 days
YoungestClayEloTop5,Youngest Clay Elo Top 5,Bjorn Borg,Sweden,SWE,false,,18 years 11 days
YoungestClayEloTop10,Youngest Clay Elo Top 10,Aaron Krickstein,United States,USA,false,,17 years 9 mons 11 days
YoungestClayEloTop20,Youngest Clay Elo Top 20,Aaron Krickstein,United States,USA,false,,16 years 11 mons 28 days
OldestClayEloNo1,Oldest Clay Elo No. 1,Ken Rosewall,Australia,AUS,false,,40 years 9 mons 9 days
OldestClayEloTop2,Oldest Clay Elo Top 2,Ken Rosewall,Australia,AUS,false,,41 years 12 days
OldestClayEloTop3,Oldest Clay Elo Top 3,Ken Rosewall,Australia,AUS,false,,41 years 4 mons 13 days
OldestClayEloTop5,Oldest Clay Elo Top 5,Ken Rosewall,Australia,AUS,false,,42 years 9 mons 3 days
OldestClayEloTop10,Oldest Clay Elo Top 10,Ken Rosewall,Australia,AUS,false,,43 years 7 mons 18 days
OldestClayEloTop20,Oldest Clay Elo Top 20,Ken Rosewall,Australia,AUS,false,,43 years 10 mons 29 days
LongestClayEloNo1Span,Longest Career First Clay Elo No. 1 to Last Clay Elo No. 1,Rafael Nadal,Spain,ESP,true,,16 years 8 mons 22 days
LongestClayEloTop2Span,Longest Career First Clay Elo Top 2 to Last Clay Elo Top 2,Rafael Nadal,Spain,ESP,true,,16 years 9 mons 13 days
LongestClayEloTop3Span,Longest Career First Clay Elo Top 3 to Last Clay Elo Top 3,Rafael Nadal,Spain,ESP,true,,16 years 9 mons 13 days
LongestClayEloTop5Span,Longest Career First Clay Elo Top 5 to Last Clay Elo Top 5,Rafael Nadal,Spain,ESP,true,,16 years 9 mons 13 days
LongestClayEloTop10Span,Longest Career First Clay Elo Top 10 to Last Clay Elo Top 10,Roger Federer,Switzerland,SUI,true,,18 years 8 mons 19 days
LongestClayEloTop20Span,Longest Career First Clay Elo Top 20 to Last Clay Elo Top 20,Roger Federer,Switzerland,SUI,true,,19 years 8 mons 11 days
ClayEloRating,Highest Clay Elo Rating,Rafael Nadal,Spain,ESP,true,,2669
ClayEloRatingNo1No2Difference,Clay Elo Rating Difference Between No. 1 and No. 2,Rafael Nadal,Spain,ESP,true,,288
ClayEloRatingNo1No2DifferencePct,Clay Elo Rating Pct. Difference Between No. 1 and No. 2,Thomas Muster,Austria,AUT,false,,12.7%
WeeksAtGrassEloNo1,Most Weeks at Grass Elo No. 1,Roger Federer,Switzerland,SUI,true,,523
WeeksAtGrassEloNo2,Most Weeks at Grass Elo No. 2,Boris Becker,Germany,GER,false,,473
WeeksAtGrassEloNo3,Most Weeks at Grass Elo No. 3,Andy Murray,United Kingdom,GBR,true,,271
WeeksAtGrassEloTop2,Most Weeks at Grass Elo Top 2,Roger Federer,Switzerland,SUI,true,,841
WeeksAtGrassEloTop3,Most Weeks at Grass Elo Top 3,Roger Federer,Switzerland,SUI,true,,945
WeeksAtGrassEloTop5,Most Weeks at Grass Elo Top 5,Roger Federer,Switzerland,SUI,true,,946
WeeksAtGrassEloTop10,Most Weeks at Grass Elo Top 10,Jimmy Connors,United States,USA,false,,1018
WeeksAtGrassEloTop20,Most Weeks at Grass Elo Top 20,Jimmy Connors,United States,USA,false,,1036
ConsecutiveWeeksAtGrassEloNo1,Most Consecutive Weeks at Grass Elo No. 1,Roger Federer,Switzerland,SUI,true,,472
